Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,Summary Quote
STAR          ,iStar Financial Inc.,9.72,$732.98M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/star
STAR^D,iStar Financial Inc.,23.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^d
STAR^E,iStar Financial Inc.,23.1499,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^e
STAR^F,iStar Financial Inc.,23.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^f
STAR^G,iStar Financial Inc.,22.89,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^g
STAR^I,iStar Financial Inc.,23.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/star^i
ITCB,Ita? CorpBanca,11.82,$4.04B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/itcb
ITUB,Itau Unibanco Banco Holding SA,8.59,$50.93B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/itub
ITC,ITC Holdings Corp.,45.72,$6.99B,2005,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/itc
ESI,"ITT Educational Services, Inc.",1.86,$44.08M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/esi
ITT,ITT Inc.,35.02,$3.16B,2011,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/itt
IVH,Ivy High Income Opportunities Fund,13.49,$223.49M,2013,n/a,n/a,http://www.nasdaq.com/symbol/ivh
JPM,J P Morgan Chase & Co,62.95,$230.19B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm
JPM.WS,J P Morgan Chase & Co,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm.ws
JPM^A,J P Morgan Chase & Co,26.29,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm^a
JPM^B,J P Morgan Chase & Co,28.14,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^b
JPM^D,J P Morgan Chase & Co,25.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^d
JPM^E,J P Morgan Chase & Co,27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^e
JPM^F,J P Morgan Chase & Co,26.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^f
JPM^G,J P Morgan Chase & Co,26.62,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jpm^g
JPM^H,J P Morgan Chase & Co,26.76,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/jpm^h
JAX,"J. Alexander&#39;s Holdings, Inc.",10.61,$158.59M,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jax
JCP,"J.C. Penney Company, Inc. Holding Company",8.58,$2.64B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/jcp
SJM,J.M. Smucker Company (The),146,$17.47B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/sjm
JBL,"Jabil Circuit, Inc.",18.82,$3.6B,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/jbl
JEC,Jacobs Engineering Group Inc.,52.2,$6.36B,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/jec
JHX,James Hardie Industries plc.,15.13,$6.74B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/jhx
JNS,"Janus Capital Group, Inc",14.64,$2.7B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/jns
JOF,Japan Smaller Capitalization Fund Inc,9.85,$279.09M,1990,n/a,n/a,http://www.nasdaq.com/symbol/jof
JCAP,"Jernigan Capital, Inc.",14,$86.28M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/jcap
JKS,JinkoSolar Holding Company Limited,20.67,$648.47M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/jks
JMP,JMP Group LLC,5.51,$116.84M,2007,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmp
JMPB,JMP Group LLC,25.605,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpb
JMPC,JMP Group LLC,25.3599,n/a,2014,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpc
JBT,John Bean Technologies Corporation,62.84,$1.84B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/jbt
BTO,John Hancock Financial Opportunities Fund,25.02,$463.58M,1994,n/a,n/a,http://www.nasdaq.com/symbol/bto
HEQ,John Hancock Hedged Equity & Income Fund,14.83,$203.65M,2011,n/a,n/a,http://www.nasdaq.com/symbol/heq
JHS,John Hancock Income Securities Trust,14.27,$167.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jhs
JHI,John Hancock Investors Trust,15.66,$137.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jhi
HPF,John Hancock Pfd Income Fund II,22.12,$469.42M,2002,n/a,n/a,http://www.nasdaq.com/symbol/hpf
HPI,John Hancock Preferred Income Fund,22.45,$583.33M,2002,n/a,n/a,http://www.nasdaq.com/symbol/hpi
HPS,John Hancock Preferred Income Fund III,19.54,$615.74M,2003,n/a,n/a,http://www.nasdaq.com/symbol/hps
PDT,John Hancock Premium Dividend Fund,16.19,$809.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdt
HTD,John Hancock Tax Advantaged Dividend Income Fund,24.32,$917.71M,2004,n/a,n/a,http://www.nasdaq.com/symbol/htd
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,10.17,$100.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hty
JW.A,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jw.a
JW.B,"John Wiley & Sons, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jw.b
JNJ,Johnson & Johnson,116.18,$319.57B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnj
JCI,"Johnson Controls, Inc.",44.2,$28.66B,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/jci
JONE,"Jones Energy, Inc.",4.36,$270.53M,2013,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/jone
JLL,Jones Lang LaSalle Incorporated,112.39,$5.07B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/jll
JOY,Joy Global Inc.,21.79,$2.14B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/joy
JPEP,JP Energy Partners LP,7.43,$272.33M,2014,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/jpep
JFC,"JPMorgan China Region Fund, Inc.",15.09,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/jfc
JMEI,Jumei International Holding Limited,4.43,$649.59M,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jmei
JNPR,"Juniper Networks, Inc.",23.22,$8.92B,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/jnpr
JP,Jupai Holdings Limited,8.03,$240.35M,2015,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/jp
JE,"Just Energy Group, Inc.",6.33,$931.76M,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/je
LRN,K12 Inc,11.85,$463.15M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lrn
KAI,Kadant Inc,50.34,$546.41M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kai
KAMN,Kaman Corporation,42.45,$1.15B,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/kamn
KSU,Kansas City Southern,89.68,$9.68B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/ksu
KSU^,Kansas City Southern,27.46,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/ksu^
KS,KapStone Paper and Packaging Corporation,15.09,$1.46B,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ks
KAR,"KAR Auction Services, Inc",39.66,$5.45B,2009,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kar
KATE,Kate Spade & Company,21.36,$2.73B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kate
KED,Kayne Anderson Energy Development Company,19.17,$202.71M,2006,n/a,n/a,http://www.nasdaq.com/symbol/ked
KYE,"Kayne Anderson Energy Total Return Fund, Inc.",10.46,$377.35M,2005,n/a,n/a,http://www.nasdaq.com/symbol/kye
KMF,"Kayne Anderson Midstream Energy Fund, Inc",14.11,$312.41M,2010,n/a,n/a,http://www.nasdaq.com/symbol/kmf
KYN,Kayne Anderson MLP Investment Company,19.65,$2.14B,2004,n/a,n/a,http://www.nasdaq.com/symbol/kyn
KYN^F,Kayne Anderson MLP Investment Company,25.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kyn^f
KYN^G,Kayne Anderson MLP Investment Company,25.9044,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kyn^g
KB,KB Financial Group Inc,29.28,$11.19B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/kb
KBH,KB Home,14.54,$1.22B,1986,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/kbh
KBR,"KBR, Inc.",13.96,$1.99B,2006,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/kbr
KAP,"KCAP Financial, Inc.",25.163,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kap
KCG,"KCG Holdings, Inc.",13.83,$1.21B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/kcg
K,Kellogg Company,77.33,$27.07B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/k
KEM,Kemet Corporation,2.91,$134.55M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/kem
KMPA,Kemper Corporation,27.84,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpa
KMPR,Kemper Corporation,31.72,$1.62B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpr
KMT,Kennametal Inc.,24.11,$1.92B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kmt
KW,Kennedy-Wilson Holdings Inc.,19.46,$2.21B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/kw
KWN,Kennedy-Wilson Holdings Inc.,25.75,n/a,2012,Finance,Real Estate,http://www.nasdaq.com/symbol/kwn
KEN,Kenon Holdings Ltd.,10.81,$580.43M,2015,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/ken
KEG,"Key Energy Services, Inc.",0.2431,$39.14M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/keg
KEY,KeyCorp,11.63,$9.8B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/key
KEY^G,KeyCorp,133.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/key^g
KEYS,Keysight Technologies Inc.,30.06,$5.12B,2014,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/keys
KRC,Kilroy Realty Corporation,63.61,$5.87B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krc
KRC^G,Kilroy Realty Corporation,26.4553,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krc^g
KRC^H,Kilroy Realty Corporation,25.8954,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/krc^h
KMB,Kimberly-Clark Corporation,133.04,$47.91B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/kmb
KIM,Kimco Realty Corporation,29.66,$12.45B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/kim
KIM^I,Kimco Realty Corporation,26.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^i
KIM^J,Kimco Realty Corporation,25.899,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^j
KIM^K,Kimco Realty Corporation,26.1299,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^k
KMI,"Kinder Morgan, Inc.",18.79,$41.93B,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/kmi
KMI.WS,"Kinder Morgan, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmi.ws
KMI^A,"Kinder Morgan, Inc.",48.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmi^a
KND,"Kindred Healthcare, Inc.",11.08,$943.56M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/knd
KFS,"Kingsway Financial Services, Inc.",5.22,$113.91M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kfs
KGC,Kinross Gold Corporation,4.77,$5.93B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kgc
KEX,Kirby Corporation,66.62,$3.59B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/kex
KRG,Kite Realty Group Trust,27.05,$2.26B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krg
KKR,KKR & Co. L.P.,13.08,$5.87B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/kkr
KKR^A,KKR & Co. L.P.,26.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kkr^a
KFH,KKR Financial Holdings LLC,25.94,n/a,2011,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kfh
KFI,KKR Financial Holdings LLC,26.3003,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kfi
KFN^,KKR Financial Holdings LLC,27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kfn^
KIO,KKR Income Opportunities Fund,15.21,$232.03M,2013,n/a,n/a,http://www.nasdaq.com/symbol/kio
KMG,"KMG Chemicals, Inc.",25.42,$298.32M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kmg
KNX,"Knight Transportation, Inc.",26.66,$2.14B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/knx
KNL,"Knoll, Inc.",24.44,$1.2B,2004,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/knl
KNOP,KNOT Offshore Partners LP,18.3,$497.65M,2013,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/knop
KN,Knowles Corporation,15.03,$1.33B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/kn
KSS,Kohl&#39;s Corporation,36.84,$6.77B,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/kss
PHG,Koninklijke Philips N.V.,26.15,$23.88B,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/phg
KOP,Koppers Holdings Inc.,29.93,$617.22M,2006,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/kop
KEP,Korea Electric Power Corporation,25.14,$32.28B,1994,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/kep
KEF,"Korea Equity Fund, Inc.",7.645,$74.47M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kef
KF,"Korea Fund, Inc. (The)",32.18,$253.95M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kf
KFY,Korn/Ferry International,22.27,$1.28B,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/kfy
KOS,Kosmos Energy Ltd.,5.78,$2.23B,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/kos
KRA,"Kraton Performance Polymers, Inc",27.1,$835.76M,2009,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kra
KKD,"Krispy Kreme Doughnuts, Inc.",20.98,$1.28B,n/a,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/kkd
KR,Kroger Company (The),34.47,$33.18B,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/kr
KRO,Kronos Worldwide Inc,5.96,$690.65M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kro
KT,KT Corporation,14.03,$6.87B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/kt
KYO,Kyocera Corporation,49.37,$18.11B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/kyo
LB,"L Brands, Inc.",68.19,$19.6B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/lb
SCX,L.S. Starrett Company (The),12.4601,$87.4M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/scx
LLL,"L-3 Communications Holdings, Inc.",143.73,$11.06B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lll
LQ,La Quinta Holdings Inc.,11.5,$1.38B,2014,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lq
LH,Laboratory Corporation of America Holdings,128.23,$13.13B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lh
LADR,Ladder Capital Corp,12.73,$1.4B,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/ladr
LDR,"Landauer, Inc.",40.03,$384.43M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ldr
LCI,Lannett Co Inc,24.47,$899.21M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lci
LPI,"Laredo Petroleum, Inc.",11.39,$2.43B,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lpi
LVS,Las Vegas Sands Corp.,45.19,$35.91B,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lvs
LHO,LaSalle Hotel Properties,23.75,$2.69B,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lho
LHO^H,LaSalle Hotel Properties,25.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lho^h
LHO^I,LaSalle Hotel Properties,25.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lho^i
LHO^J,LaSalle Hotel Properties,25.39,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lho^j
LFL,LATAM Airlines Group S.A.,6.48,$3.54B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/lfl
LDF,"Latin American Discovery Fund, Inc. (The)",8.87,$60.56M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ldf
LGI,Lazard Global Total Return and Income Fund,13.1,$125.83M,2004,n/a,n/a,http://www.nasdaq.com/symbol/lgi
LAZ,Lazard Ltd.,33.22,$4.31B,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/laz
LOR,"Lazard World Dividend & Income Fund, Inc.",9.24,$63.57M,2005,n/a,n/a,http://www.nasdaq.com/symbol/lor
LZB,La-Z-Boy Incorporated,25.68,$1.28B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/lzb
LEA,Lear Corporation,114.09,$8.42B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/lea
LEE,"Lee Enterprises, Incorporated",2,$111.42M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/lee
BWG,Legg Mason BW Global Income Opportunities Fund Inc.,12.74,$268.52M,2012,n/a,n/a,http://www.nasdaq.com/symbol/bwg
LM,"Legg Mason, Inc.",31.96,$3.37B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/lm
LMHA,"Legg Mason, Inc.",26.34,n/a,2016,Finance,Investment Managers,http://www.nasdaq.com/symbol/lmha
LEG,"Leggett & Platt, Incorporated",50.41,$6.77B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/leg
CVB,Lehman ABS Corporation,10.93,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cvb
JBK,Lehman ABS Corporation,22.45,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbk
KCC,Lehman ABS Corporation,29.81,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kcc
KTH,Lehman ABS Corporation,34.82,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kth
KTN,Lehman ABS Corporation,32.84,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktn
KTP,Lehman ABS Corporation,18.55,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktp
XKE,Lehman ABS Corporation,8.04,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/xke
LDOS,"Leidos Holdings, Inc.",47.9,$3.48B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ldos
LEJU,Leju Holdings Limited,4.48,$605.9M,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/leju
LC,LendingClub Corporation,4.92,$1.88B,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lc
LEN,Lennar Corporation,46.14,$9.91B,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/len
LEN.B,Lennar Corporation,n/a,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/len.b
LII,"Lennox International, Inc.",138.75,$6.05B,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lii
LUK,Leucadia National Corporation,17.03,$6.17B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/luk
LVLT,"Level 3 Communications, Inc.",51.76,$18.53B,2011,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lvlt
LXP,Lexington Realty Trust,9.85,$2.31B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lxp
LXP^C,Lexington Realty Trust,50.27,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lxp^c
LXK,"Lexmark International, Inc.",37.73,$2.36B,1995,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/lxk
LPL,"LG Display Co., Ltd.",10.86,$7.77B,2004,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lpl
USA,Liberty All-Star Equity Fund,5,$882.08M,1986,n/a,n/a,http://www.nasdaq.com/symbol/usa
ASG,"Liberty All-Star Growth Fund, Inc.",4.13,$95.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asg
LPT,Liberty Property Trust,39.17,$5.74B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lpt
LOCK,"LifeLock, Inc.",15.74,$1.48B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/lock
LITB,"LightInTheBox Holding Co., Ltd.",3.01,$224.4M,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/litb
LNC,Lincoln National Corporation,42.58,$10.18B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/lnc
LNC.WS,Lincoln National Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lnc.ws
LNN,Lindsay Corporation,71.27,$767.79M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lnn
LNKD,LinkedIn Corporation,190.79,$25.48B,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/lnkd
LGF,Lions Gate Entertainment Corporation,20.73,$3.05B,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/lgf
LAD,"Lithia Motors, Inc.",73.21,$1.87B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/lad
LYV,"Live Nation Entertainment, Inc.",23.5,$4.77B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/lyv
LYG,Lloyds Banking Group Plc,4.18,$74.67B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/lyg
SCD,LMP Capital and Income Fund Inc.,12.86,$231.27M,2004,n/a,n/a,http://www.nasdaq.com/symbol/scd
LMT,Lockheed Martin Corporation,238.55,$72.63B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmt
L,Loews Corporation,40.34,$13.68B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/l
LPX,Louisiana-Pacific Corporation,17.36,$2.5B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/lpx
LOW,"Lowe&#39;s Companies, Inc.",78.33,$69.41B,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/low
LXU,Lsb Industries Inc.,12.26,$292.59M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxu
LTC,"LTC Properties, Inc.",49.72,$1.89B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ltc
